PassengerId,Survived,Probability
1061,1,0.6865276280595942
1062,0,0.10080379806876359
1063,0,0.1445187326933707
1064,0,0.08802655407713737
1065,0,0.14008552633463173
1066,0,0.0312735078774846
1067,1,0.8512288379465246
1068,1,0.8551791968990532
1069,0,0.33350906749452675
1070,1,0.9699184646201958
1071,1,0.8764746862363431
1072,0,0.19048547827367077
1073,0,0.48597995640444064
1074,1,0.7738056621370056
1075,0,0.12985284697303429
1076,1,0.7735289572186524
1077,0,0.1423146117087175
1078,1,0.8254169857085566
1079,0,0.07525461501969438
1080,0,0.09424164448741082
1081,0,0.14060143515278278
1082,0,0.13097823869863665
1083,0,0.3717975239670377
1084,0,0.11618010335468554
1085,0,0.09183188751640112
1086,0,0.31444218222185527
1087,0,0.08559730506140813
1088,1,0.8265407423435542
1089,1,0.7158013839086047
1090,0,0.2307284206623297
1091,1,0.6368854576278399
1092,1,0.7071811985133343
1093,0,0.20192471102122897
1094,1,0.6230724227857174
1095,1,0.8439937738453827
1096,0,0.21807979147465606
1097,0,0.4624523695191693
1098,1,0.6435670049485449
1099,0,0.22434075167063378
1100,1,0.9547527242774134
1101,0,0.11128661823130317
1102,0,0.09420937385956961
1103,0,0.10059089100094665
1104,0,0.33405521881981687
1105,0,0.47757957907986565
1106,0,0.18665131759390194
1107,0,0.41797248858980446
1108,1,0.6997061151949098
1109,0,0.1980253673863561
1110,1,0.9438775359489611
1111,0,0.10101710515537782
1112,1,0.7889744180441824
1113,0,0.12657770913852515
1114,1,0.9612074114404454
1115,0,0.1264456223074146
1116,1,0.8450742761958364
1117,1,0.6784859960555896
1118,0,0.11863220708072535
1119,1,0.6995784496572942
1120,0,0.06868094771895443
1121,0,0.15910189211820136
1122,0,0.3495915101614208
1123,1,0.9227303812488319
1124,0,0.09111475994621908
1125,0,0.12992150647948394
1126,1,0.5856804304415317
1127,0,0.1305460950673871
1128,0,0.43140345246087775
1129,0,0.17889621901587444
1130,1,0.7796583314556044
1131,1,0.741283922896925
1132,1,0.8354949233976544
1133,1,0.6483097483524006
1134,0,0.473665770446787
1135,0,0.10094773644226167
1136,0,0.06305402438891937
1137,0,0.3516117783544904
1138,1,0.8360416619082269
1139,0,0.09411020805627016
1140,1,0.7382586078218809
1141,1,0.6469631229749384
1142,1,0.8631702729881291
1143,0,0.13058388650800434
1144,1,0.6618178351312838
1145,0,0.11561764014375106
1146,0,0.08764726963119145
1147,0,0.10080379806876359
1148,0,0.12985284697303429
1149,0,0.10101710515537782
1150,1,0.8455977233783596
1151,0,0.1264348194775397
1152,0,0.05667030987278829
1153,0,0.1264759575495356
1154,1,0.7613716907456028
1155,1,0.7482242075071471
1156,0,0.2548635237685803
1157,0,0.10095127855766445
1158,0,0.3437180115048357
1159,0,0.10080379806876359
1160,1,0.636817490520517
1161,0,0.14389554639266486
1162,1,0.5131794850812104
1163,0,0.12985284697303429
1164,1,0.969388861579395
1165,1,0.6272657804737217
1166,0,0.14008314735318608
1167,1,0.796415129123721
1168,0,0.20005908066275835
1169,0,0.10808972275590475
1170,0,0.14548391818590256
1171,0,0.23724233760903488
1172,1,0.6783457951653041
1173,0,0.16221790255686658
1174,1,0.6995784496572942
1175,1,0.7663942766993806
1176,1,0.7484897375853087
1177,0,0.07723714652536766
1178,0,0.10067600586020815
1179,1,0.5371462735213681
1180,0,0.23327120071469348
1181,0,0.10101710515537782
1182,0,0.3868520607299665
1183,1,0.6832700369591048
1184,0,0.14008552633463173
1185,1,0.5180052708780829
1186,0,0.07799456858877685
1187,0,0.10774253862567888
1188,1,0.9071437185735515
1189,0,0.07805368280426465
1190,0,0.3762466294252152
1191,0,0.0976829157049394
1192,0,0.0884551475789907
1193,1,0.5250300718990898
1194,0,0.11987207642318912
1195,0,0.1152994942592428
1196,1,0.6995784496572942
1197,1,0.7443536562772607
1198,0,0.048515367004046496
1199,0,0.21344157052064874
1200,0,0.26174446751205116
1201,0,0.4039532765305725
1202,0,0.1394759695445172
1203,0,0.1684667861555517
1204,0,0.10081445391818139
1205,1,0.6267246420519959
1206,1,0.9525066807640078
1207,1,0.7764335032641999
1208,0,0.40778673125926085
1209,0,0.257534106804659
1210,0,0.10427980701988405
1211,0,0.1428804026337599
1212,0,0.1076879447549361
1213,0,0.2533361227731901
1214,1,0.6080477856266041
1215,0,0.33100361413223334
1216,1,0.9367151762957068
1217,0,0.11826602456137507
1218,1,0.9791014645847577
1219,0,0.3650978010753533
1220,0,0.15308402386702336
1221,0,0.24605610587468862
1222,1,0.6304910060317777
1223,1,0.5232326909723243
1224,0,0.14008314735318608
1225,1,0.6957094126644703
1226,0,0.10429807943099821
1227,1,0.8309711503787057
1228,0,0.17952812916247238
1229,0,0.08030474846545697
1230,0,0.2353856109424919
1231,0,0.14008552633463173
1232,0,0.2645445531007577
1233,0,0.08838094045265933
1234,0,0.03678025837439554
1235,1,0.9695730453651701
1236,0,0.06730801245479157
1237,1,0.7302380335531733
1238,0,0.21391590554541667
1239,1,0.6386540481269226
1240,0,0.22680498356552042
1241,1,0.78616562274075
1242,1,0.9351619231287234
1243,0,0.21807979147465606
1244,0,0.32601929035395094
1245,0,0.07741742843842209
1246,1,0.7401727092215465
1247,0,0.3319356352303174
1248,1,0.8867715712244805
1249,0,0.10094419443718801
1250,0,0.12985284697303429
1251,1,0.5406417726765741
1252,0,0.010773738019338846
1253,1,0.8225520841530007
1254,1,0.78616562274075
1255,0,0.10463535208074987
1256,1,0.9894456332015062
1257,0,0.37337416506002374
1258,0,0.10509849510361786
1259,1,0.7167523436241984
1260,1,0.8834552964257794
1261,0,0.2628467712325742
1262,0,0.18421612487280956
1263,1,0.9740196381792396
1264,0,0.31316695024571967
1265,0,0.12393516219514944
1266,1,0.9417644672159005
1267,1,0.9565576615272008
1268,1,0.515012531963669
1269,0,0.24474998977080398
1270,0,0.3168438665171326
1271,0,0.05170692613751261
1272,0,0.12985284697303429
1273,0,0.1383617382660584
1274,1,0.6438024584142991
1275,1,0.6376784488631795
1276,0,0.20185228077282746
1277,1,0.7646238190708325
1278,0,0.11487449216245466
1279,0,0.08105041567243118
1280,0,0.16139986579190793
1281,0,0.07441580037426994
1282,1,0.645485318348416
1283,1,0.8768410984296208
1284,0,0.140966565494376
1285,0,0.11140489733820443
1286,0,0.03382277253419834
1287,1,0.9530138571905609
1288,0,0.14688635146382548
1289,1,0.9885576175501128
1290,0,0.12247480638995245
1291,0,0.11801404790761892
1292,1,0.9765530789802235
1293,0,0.11292299556605497
1294,1,0.9459095322985662
1295,0,0.4936232378779553
1296,0,0.39581944768318567
1297,0,0.48014643491617776
1298,0,0.1728687257360442
1299,1,0.5187183752855934
1300,1,0.6995495921653039
1301,1,0.7357430728381676
1302,1,0.6995784496572942
1303,1,0.8732560536970829
1304,1,0.6365183703436808
1305,0,0.10101710515537782
1306,1,0.9613190692365672
1307,0,0.07100500566951018
1308,0,0.10101710515537782
1309,0,0.098270477127408
