PassengerId,Survived,Probability
1277,1,0.9858005027863677
1278,0,0.1396199845275472
1279,0,0.04498595159232447
1280,0,0.11326878707835614
1281,0,0.02599159390543829
1282,0,0.12498601552748227
1283,1,0.9896561286242798
1284,0,0.17928441095513017
1285,0,0.04498595159232447
1286,0,0.04353279133433411
1287,1,0.9883842190146961
1288,0,0.0854996552161144
1289,1,0.9982730193903095
1290,0,0.1405891606178034
1291,0,0.09150181544927982
1292,1,0.9872466525090299
1293,0,0.051538025515434974
1294,1,0.9845209484897448
1295,0,0.05726935186074201
1296,0,0.22355179051538152
1297,0,0.30143382421947473
1298,0,0.09272963159142884
1299,0,0.07352075317568836
1300,1,0.8569024617152561
1301,1,0.9484800617772825
1302,1,0.7239502892810926
1303,1,0.9875325276879809
1304,1,0.7173365910281227
1305,0,0.07565855821139462
1306,1,0.9875325276879809
1307,0,0.021756151528759045
1308,0,0.07565855821139462
1309,0,0.08061235563769305
